,0,1,2,3,4
51,838.498168498,874.358974359,855.0183150180002,752.271062271,-1.0
52,952.124542125,871.538461538,859.047619048,1034.72527473,-1.0
53,891.282051282,870.732600733,859.450549451,1006.92307692,-1.0
54,766.373626374,870.732600733,858.644688645,724.0659340660001,-1.0
55,799.8168498169998,869.120879121,859.047619048,689.8168498169998,-1.0
56,931.575091575,869.120879121,859.047619048,961.794871795,-1.0
57,918.2783882780001,869.523809524,861.0622710619998,1052.05128205,-1.0
58,776.043956044,870.32967033,859.8534798530002,787.3260073260001,-1.0
59,761.941391941,870.32967033,855.0183150180002,653.15018315,-1.0
60,901.758241758,866.703296703,856.63003663,896.52014652,-1.0
61,944.468864469,863.076923077,858.241758242,1074.21245421,-1.0
62,811.501831502,862.271062271,855.4212454210001,860.6593406589999,-1.0
63,747.8388278389999,861.868131868,851.794871795,648.315018315,-1.0
64,866.3003662999997,859.450549451,846.5567765569998,815.9340659339999,-1.0
65,949.706959707,858.241758242,845.3479853480002,1049.63369963,-1.0
66,844.542124542,856.63003663,847.362637363,926.336996337,-1.0
67,735.7509157510001,853.406593407,841.3186813189999,659.1941391940001,-1.0
68,815.531135531,850.1831501830002,833.663003663,717.619047619,-1.0
69,932.380952381,846.1538461539999,834.871794872,996.84981685,-1.0
70,879.194139194,845.3479853480002,834.0659340660001,992.014652015,-1.0
71,751.465201465,845.3479853480002,829.633699634,707.142857143,-1.0
72,774.835164835,844.139194139,830.842490842,663.223443223,-1.0
73,909.8168498169999,841.3186813189999,834.0659340660001,937.216117216,-1.0
74,906.593406593,838.9010989010001,834.468864469,1031.5018315,-1.0
75,765.567765568,840.9157509160001,831.245421245,767.985347985,-1.0
76,741.794871795,840.10989011,827.619047619,623.736263736,-1.0
77,874.761904762,836.4835164839999,831.648351648,860.6593406589999,-1.0
78,925.128205128,837.289377289,832.051282051,1050.84249084,-1.0
79,801.025641026,840.5128205130002,829.633699634,855.0183150180002,-1.0
80,730.5128205130002,839.706959707,829.633699634,632.600732601,-1.0
81,837.692307692,839.304029304,829.2307692310001,778.058608059,-1.0
82,930.366300366,840.5128205130002,830.43956044,1033.91941392,-1.0
83,836.886446886,841.3186813189999,832.051282051,939.2307692310001,-1.0
84,728.498168498,842.93040293,832.857142857,670.4761904759999,7.0
85,799.0109890110001,846.1538461539999,833.663003663,708.754578755,-1.0
86,923.9194139189999,844.945054945,834.0659340660001,984.761904762,-1.0
87,888.058608059,843.7362637360001,836.4835164839999,1010.54945055,-1.0
88,755.8974358969998,844.542124542,837.692307692,735.7509157510001,-1.0
89,770.402930403,846.95970696,837.289377289,665.238095238,-1.0
90,906.19047619,846.5567765569998,837.692307692,934.798534799,-1.0
91,919.89010989,846.95970696,839.706959707,1056.88644689,-1.0
92,786.923076923,850.1831501830002,839.304029304,807.472527473,-1.0
93,747.8388278389999,849.78021978,836.886446886,636.63003663,-1.0
94,873.553113553,848.974358974,837.289377289,839.706959707,-1.0
95,939.2307692310001,848.168498168,840.5128205130002,1050.43956044,-1.0
96,818.351648352,846.95970696,842.527472527,878.791208791,-1.0
97,731.3186813189999,848.974358974,840.9157509160001,637.032967033,-1.0
98,838.9010989010001,853.0036630039999,841.3186813189999,769.597069597,-1.0
99,944.0659340660001,853.80952381,846.1538461539999,1039.15750916,-1.0
100,861.465201465,851.3919413919998,846.95970696,968.241758242,-1.0
101,743.406593407,853.0036630039999,846.95970696,687.802197802,-1.0
102,794.1758241760001,853.0036630039999,844.945054945,698.6813186810001,-1.0
103,921.0989010989999,851.794871795,845.7509157510001,979.523809524,-1.0
104,896.923076923,852.197802198,847.7655677660001,1029.48717949,-1.0
105,764.761904762,854.615384615,847.362637363,755.8974358969998,-1.0
106,770.0,855.0183150180002,846.1538461539999,660.402930403,-1.0
107,904.9816849819999,853.0036630039999,846.5567765569998,921.501831502,-1.0
108,929.157509158,851.3919413919998,850.5860805860001,1066.55677656,-1.0
109,793.36996337,854.615384615,850.1831501830002,827.619047619,-1.0
110,745.8241758239999,856.63003663,849.377289377,642.673992674,-1.0
111,873.553113553,853.80952381,852.600732601,842.527472527,-1.0
112,948.498168498,853.406593407,850.5860805860001,1068.57142857,-1.0
113,839.304029304,855.0183150180002,848.5714285710001,917.472527473,-1.0
114,747.435897436,857.435897436,850.9890109889999,664.432234432,-1.0
115,836.886446886,858.644688645,851.3919413919998,762.747252747,-1.0
116,950.5128205130001,860.2564102560001,850.1831501830002,1032.71062271,-1.0
117,890.476190476,863.47985348,849.377289377,991.208791209,-1.0
118,769.597069597,863.882783883,851.3919413919998,712.380952381,-1.0
119,811.0989010989999,862.271062271,853.0036630039999,699.89010989,-1.0
120,937.619047619,861.0622710619998,852.197802198,975.494505495,-1.0
121,921.501831502,863.47985348,855.0183150180002,1044.7985348,-1.0
122,788.9377289380002,865.091575092,858.644688645,779.267399267,-1.0
123,777.252747253,863.882783883,855.8241758239999,661.611721612,-1.0
124,912.2344322339999,862.6739926739999,854.212454212,907.399267399,-1.0
125,949.304029304,862.6739926739999,855.8241758239999,1073.40659341,-1.0
126,818.754578755,863.076923077,856.63003663,853.80952381,-1.0
127,761.538461538,864.688644689,853.80952381,652.747252747,-1.0
128,877.582417582,863.882783883,853.0036630039999,825.6043956039999,-1.0
129,956.95970696,863.47985348,855.0183150180002,1054.46886447,-1.0
130,856.2271062269998,863.882783883,855.8241758239999,936.41025641,-1.0
131,756.3003663,863.47985348,855.0183150180002,680.549450549,-1.0
132,836.4835164839999,862.271062271,855.0183150180002,744.615384615,-1.0
133,948.498168498,860.6593406589999,853.406593407,1019.81684982,-1.0
134,888.864468864,861.868131868,851.794871795,1007.32600733,-1.0
135,761.941391941,861.868131868,852.600732601,725.274725275,-1.0
136,788.9377289380002,861.868131868,852.600732601,684.175824176,-1.0
137,917.875457875,861.868131868,855.8241758239999,955.3479853480001,-1.0
138,918.6813186810001,857.435897436,856.2271062269998,1048.82783883,-1.0
139,781.282051282,857.032967033,854.615384615,790.952380952,-1.0
140,758.717948718,860.2564102560001,855.8241758239999,651.1355311359999,-1.0
141,897.728937729,859.8534798530002,853.80952381,880.0,-1.0
142,948.9010989010001,860.2564102560001,851.794871795,1065.34798535,-1.0
143,823.58974359,863.076923077,850.9890109889999,873.553113553,-1.0
144,750.2564102560001,861.0622710619998,850.9890109889999,653.553113553,-1.0
145,861.868131868,858.644688645,853.406593407,805.860805861,-1.0
146,960.1831501830001,860.2564102560001,855.4212454210001,1057.69230769,-1.0
147,871.135531136,859.450549451,855.4212454210001,962.600732601,-1.0
148,760.732600733,860.6593406589999,856.63003663,693.8461538460001,-1.0
149,828.021978022,863.47985348,860.6593406589999,736.95970696,-1.0
150,952.527472527,863.076923077,863.076923077,1020.21978022,-1.0
151,908.6080586080001,861.868131868,861.0622710619998,1032.71062271,-1.0
152,777.6556776560001,862.6739926739999,862.6739926739999,753.076923077,-1.0
153,796.19047619,862.6739926739999,865.8974358969998,691.025641026,-1.0
154,924.725274725,862.271062271,866.3003662999997,956.1538461539999,-1.0
155,932.783882784,863.47985348,865.494505495,1075.42124542,-1.0
156,799.0109890110001,864.688644689,864.688644689,824.798534799,-1.0
157,761.538461538,864.688644689,860.6593406589999,654.3589743590001,-1.0
158,885.641025641,863.882783883,858.241758242,872.3443223439999,-1.0
159,945.274725275,863.076923077,861.868131868,1077.83882784,-1.0
160,830.036630037,865.494505495,858.644688645,896.923076923,-1.0
161,749.450549451,867.5091575089999,856.2271062269998,659.597069597,-1.0
162,846.5567765569998,865.494505495,857.435897436,780.476190476,-1.0
163,944.871794872,865.494505495,854.212454212,1039.15750916,-1.0
164,869.926739927,867.106227106,857.032967033,971.868131868,-1.0
165,753.076923077,866.703296703,858.241758242,699.89010989,-1.0
166,805.860805861,865.8974358969998,857.8388278389999,709.157509158,-1.0
167,936.813186813,865.8974358969998,861.868131868,983.553113553,-1.0
168,912.2344322339999,864.285714286,863.47985348,1031.9047618999996,-1.0
169,777.6556776560001,866.3003662999997,859.8534798530002,761.538461538,-1.0
170,780.879120879,868.717948718,859.8534798530002,666.446886447,-1.0
171,911.4285714289999,867.106227106,860.6593406589999,919.4871794869999,-1.0
172,933.186813187,864.285714286,859.450549451,1064.94505495,-1.0
173,802.637362637,863.882783883,862.6739926739999,837.692307692,-1.0
174,751.465201465,866.3003662999997,861.868131868,653.553113553,-1.0
175,877.985347985,864.688644689,860.2564102560001,846.1538461539999,-1.0
176,954.945054945,866.3003662999997,864.688644689,1067.36263736,-1.0
177,843.7362637360001,869.523809524,866.703296703,922.307692308,-1.0
178,749.450549451,868.717948718,864.285714286,673.296703297,-1.0
179,836.0805860810001,867.5091575089999,863.076923077,760.732600733,-1.0
180,948.9010989010001,867.106227106,864.285714286,1031.9047618999996,-1.0
181,886.446886447,867.912087912,863.882783883,998.864468864,-1.0
182,760.732600733,870.32967033,865.091575092,718.021978022,-1.0
183,804.6520146519998,869.523809524,865.494505495,704.3223443219998,-1.0
184,942.454212454,867.912087912,864.285714286,980.32967033,-1.0
185,928.754578755,870.32967033,866.703296703,1054.06593407,-1.0
186,792.967032967,871.538461538,864.285714286,784.505494505,-1.0
187,782.893772894,870.32967033,862.271062271,655.567765568,-1.0
188,923.9194139189999,868.315018315,864.285714286,906.593406593,-1.0
189,966.63003663,868.315018315,862.271062271,1079.85347985,-1.0
190,833.26007326,869.120879121,864.285714286,862.271062271,-1.0
191,767.1794871789999,869.926739927,865.494505495,655.164835165,-1.0
192,880.805860806,869.926739927,864.688644689,832.454212454,-1.0
193,964.615384615,868.717948718,865.494505495,1079.45054945,-1.0
194,865.091575092,868.717948718,867.106227106,963.406593407,-1.0
195,761.941391941,869.926739927,867.5091575089999,701.501831502,-1.0
196,836.0805860810001,869.523809524,869.926739927,759.523809524,-1.0
197,954.139194139,868.717948718,866.703296703,1034.32234432,-1.0
198,901.355311355,868.315018315,861.465201465,1027.06959707,-1.0
199,768.388278388,867.5091575089999,862.6739926739999,743.0036630039999,-1.0
200,796.19047619,869.523809524,862.271062271,698.2783882780002,-1.0
201,929.157509158,871.135531136,861.465201465,964.212454212,-1.0
202,926.73992674,869.926739927,862.271062271,1056.88644689,-1.0
203,793.36996337,867.912087912,861.868131868,807.06959707,-1.0
204,764.761904762,865.8974358969998,861.868131868,657.985347985,-1.0
205,898.534798535,866.3003662999997,864.285714286,881.611721612,-1.0
206,952.93040293,866.3003662999997,862.271062271,1072.6007326,-1.0
207,828.021978022,866.703296703,860.2564102560001,880.805860806,-1.0
208,751.465201465,867.912087912,860.6593406589999,655.164835165,-1.0
209,853.406593407,867.912087912,859.047619048,793.36996337,-1.0
210,947.289377289,866.3003662999997,857.8388278389999,1045.2014652,-1.0
211,861.0622710619998,866.703296703,857.032967033,963.80952381,-1.0
212,751.465201465,866.703296703,858.241758242,692.637362637,-1.0
213,811.904761905,867.5091575089999,859.047619048,716.41025641,-1.0
214,936.41025641,867.106227106,859.8534798530002,999.267399267,-1.0
215,908.205128205,867.5091575089999,863.882783883,1039.56043956,-1.0
216,774.432234432,869.120879121,863.882783883,763.553113553,-1.0
217,784.505494505,867.912087912,859.047619048,678.534798535,-1.0
218,924.725274725,866.3003662999997,859.047619048,944.871794872,-1.0
219,941.245421245,866.703296703,861.0622710619998,1076.22710623,-1.0
220,805.457875458,868.717948718,862.6739926739999,832.454212454,-1.0
221,765.164835165,868.717948718,863.076923077,659.597069597,-1.0
222,892.087912088,868.717948718,862.6739926739999,861.465201465,-1.0
223,961.3919413919999,868.717948718,862.271062271,1075.42124542,-1.0
224,845.3479853480002,868.315018315,862.6739926739999,912.637362637,-1.0
225,755.494505495,868.717948718,862.6739926739999,668.8644688640001,-1.0
226,854.212454212,869.120879121,860.6593406589999,776.84981685,-1.0
227,961.3919413919999,869.523809524,862.271062271,1041.57509158,-1.0
228,885.641025641,869.120879121,861.465201465,987.985347985,-1.0
229,763.553113553,868.717948718,859.047619048,705.9340659339999,-1.0
230,808.2783882780002,866.703296703,857.032967033,701.501831502,-1.0
231,937.619047619,863.882783883,857.8388278389999,982.3443223439999,-1.0
232,916.2637362639999,861.465201465,857.8388278389999,1041.97802198,-1.0
233,778.461538462,860.6593406589999,856.63003663,762.3443223439999,-1.0
234,772.014652015,861.0622710619998,856.2271062269998,651.1355311359999,-1.0
235,902.967032967,857.8388278389999,853.406593407,900.1465201469998,-1.0
236,925.9340659339999,854.615384615,848.5714285710001,1048.02197802,-1.0
237,788.131868132,850.5860805860001,848.5714285710001,818.351648352,-1.0
238,732.93040293,847.362637363,846.5567765569998,622.124542125,-1.0
239,846.5567765569998,845.3479853480002,838.498168498,806.2637362639999,-1.0
240,918.6813186810001,841.7216117219998,835.274725275,1036.33699634,-1.0
241,814.3223443219998,839.706959707,836.4835164839999,904.5787545789999,-1.0
242,717.619047619,839.304029304,837.289377289,646.703296703,-1.0
243,795.787545788,838.498168498,836.0805860810001,719.633699634,-1.0
244,911.831501832,836.4835164839999,833.26007326,996.043956044,-1.0
245,860.6593406589999,833.663003663,832.051282051,975.8974358969999,-1.0
246,731.3186813189999,835.274725275,830.036630037,693.04029304,-1.0
247,765.567765568,836.0805860810001,827.619047619,657.179487179,-1.0
248,902.967032967,833.663003663,826.813186813,927.948717949,-1.0
249,894.908424908,832.857142857,828.827838828,1020.62271062,-1.0
250,755.091575092,834.468864469,829.2307692310001,757.5091575089999,-1.0
251,736.1538461539999,834.871794872,830.036630037,623.333333333,-1.0
252,870.732600733,834.468864469,833.26007326,858.241758242,-1.0
253,915.054945055,834.468864469,832.857142857,1038.35164835,-1.0
254,787.3260073260001,834.468864469,832.454212454,834.871794872,-1.0
255,724.871794872,835.6776556780002,835.274725275,617.692307692,-1.0
256,841.7216117219998,837.289377289,836.0805860810001,782.4908424910001,-1.0
257,933.992673993,836.886446886,837.289377289,1030.6959707,-1.0
258,837.289377289,838.095238095,841.3186813189999,927.545787546,-1.0
259,728.498168498,840.5128205130002,844.139194139,660.0,-1.0
260,799.8168498169998,845.3479853480002,841.7216117219998,711.978021978,-1.0
261,921.501831502,843.7362637360001,840.9157509160001,998.461538462,-1.0
262,880.0,840.9157509160001,837.692307692,1006.92307692,-1.0
263,751.868131868,846.5567765569998,835.274725275,726.0805860810001,-1.0
264,773.223443223,849.78021978,839.304029304,666.84981685,-1.0
265,911.831501832,848.5714285710001,845.3479853480002,938.827838828,-1.0
266,919.89010989,851.794871795,850.1831501830002,1056.88644689,-1.0
267,777.252747253,852.197802198,849.78021978,791.758241758,-1.0
268,745.8241758239999,849.377289377,846.1538461539999,627.362637363,-1.0
269,874.358974359,851.794871795,846.5567765569998,855.4212454210001,-1.0
270,926.73992674,853.406593407,850.1831501830002,1053.26007326,-1.0
271,811.0989010989999,853.0036630039999,852.197802198,869.523809524,-1.0
272,730.9157509160001,853.406593407,849.377289377,633.406593407,-1.0
273,833.663003663,853.80952381,852.197802198,767.582417582,-1.0
274,938.827838828,851.794871795,856.63003663,1034.32234432,-1.0
275,856.2271062269998,852.197802198,853.0036630039999,959.78021978,-1.0
276,740.5860805860001,853.80952381,848.974358974,683.36996337,-1.0
277,796.593406593,852.600732601,849.377289377,698.6813186810001,-1.0
278,924.3223443219999,850.9890109889999,850.9890109889999,978.315018315,-1.0
279,898.131868132,851.794871795,851.794871795,1022.63736264,-1.0
280,764.358974359,854.212454212,851.3919413919998,747.032967033,-1.0
281,770.402930403,854.615384615,850.1831501830002,657.179487179,-1.0
282,911.4285714289999,855.4212454210001,852.197802198,923.113553114,-1.0
283,937.216117216,856.63003663,852.600732601,1063.33333333,-1.0
284,801.025641026,858.644688645,852.197802198,823.186813187,-1.0
285,757.5091575089999,858.644688645,854.212454212,644.285714286,-1.0
286,886.446886447,859.047619048,852.197802198,843.333333333,-1.0
287,960.1831501830001,858.241758242,855.4212454210001,1061.72161172,-1.0
288,846.1538461539999,859.450549451,858.644688645,902.1611721610001,-1.0
289,754.688644689,863.076923077,855.8241758239999,654.761904762,-1.0
290,850.1831501830002,863.47985348,854.212454212,761.538461538,-1.0
291,957.7655677660001,862.6739926739999,855.8241758239999,1031.0989011,-1.0
292,888.461538462,864.688644689,859.8534798530002,986.373626374,-1.0
293,767.1794871789999,867.106227106,860.2564102560001,710.366300366,-1.0
294,807.06959707,866.703296703,859.047619048,700.293040293,-1.0
295,934.798534799,867.5091575089999,858.644688645,974.688644689,-1.0
296,917.472527473,868.315018315,859.8534798530002,1048.02197802,-1.0
297,776.043956044,867.5091575089999,858.644688645,778.864468864,-1.0
298,770.0,867.5091575089999,855.8241758239999,657.179487179,-1.0
299,908.6080586080001,864.285714286,855.4212454210001,907.399267399,-1.0
300,938.424908425,863.882783883,855.4212454210001,1070.58608059,-1.0
301,806.2637362639999,865.494505495,858.241758242,848.5714285710001,-1.0
302,748.241758242,862.6739926739999,858.644688645,645.494505495,-1.0
303,869.120879121,862.6739926739999,854.615384615,824.798534799,-1.0
304,947.289377289,863.076923077,853.0036630039999,1058.4981685,-1.0
305,839.304029304,863.882783883,859.047619048,926.336996337,-1.0
306,740.9890109889999,864.285714286,861.0622710619998,664.0293040290001,-1.0
307,827.619047619,861.465201465,856.63003663,741.3919413919998,-1.0
308,943.26007326,857.8388278389999,859.047619048,1018.60805861,-1.0
309,882.8205128210001,859.450549451,859.450549451,994.029304029,-1.0
310,756.703296703,861.868131868,856.63003663,711.575091575,-1.0
311,787.3260073260001,861.0622710619998,856.63003663,680.1465201469999,-1.0
312,917.472527473,859.047619048,853.80952381,952.124542125,-1.0
313,915.860805861,858.644688645,858.241758242,1043.99267399,-1.0
314,783.6996337,860.2564102560001,860.6593406589999,788.534798535,-1.0
315,763.15018315,858.241758242,855.4212454210001,649.926739927,-1.0
316,896.117216117,859.047619048,859.8534798530002,884.835164835,-1.0
317,940.842490842,859.047619048,860.2564102560001,1071.39194139,-1.0
318,809.89010989,859.047619048,855.8241758239999,866.3003662999997,-1.0
319,741.794871795,862.6739926739999,854.615384615,648.315018315,-1.0
320,861.0622710619998,861.868131868,857.8388278389999,813.9194139189999,-1.0
321,951.7216117219999,863.47985348,860.6593406589999,1057.69230769,-1.0
322,858.241758242,863.47985348,861.0622710619998,956.5567765569999,-1.0
323,754.285714286,860.6593406589999,862.271062271,695.054945055,-1.0
324,824.798534799,860.6593406589999,864.285714286,745.0183150180002,-1.0
325,949.706959707,859.047619048,862.6739926739999,1024.24908425,-1.0
326,906.593406593,861.868131868,859.047619048,1029.89010989,-1.0
327,773.223443223,865.8974358969998,860.6593406589999,750.2564102560001,-1.0
328,790.549450549,865.091575092,861.0622710619998,686.593406593,-1.0
329,925.128205128,863.882783883,863.076923077,954.945054945,-1.0
330,931.172161172,864.688644689,863.882783883,1067.76556777,-1.0
331,794.5787545789999,867.912087912,863.882783883,808.2783882780002,-1.0
332,766.373626374,868.717948718,863.076923077,652.344322344,-1.0
333,899.3406593410001,867.5091575089999,859.450549451,877.985347985,-1.0
334,957.362637363,868.315018315,858.644688645,1077.43589744,-1.0
335,833.663003663,871.135531136,863.076923077,890.073260073,-1.0
336,755.494505495,871.538461538,865.091575092,652.747252747,-1.0
337,863.882783883,870.32967033,861.0622710619998,794.9816849819998,-1.0
338,958.974358974,869.120879121,863.076923077,1056.48351648,-1.0
